horsenumber,horsecode,jockey_id,todaysrating,avg_spds,timelist,isMaiden,racedate,raceclass,runners_list,racesurface,jockeycode,marginsbehindleader,dayssincelastrun,previousruns_car,racegoing,localracetime,horse_id,racename,l3odds,priority,racecoursecode,trackvariant,ownername,race_id,trainername,racenumber,utcracetime,owner_id,prev_avg_spds_d,gear,previousruns_d,h_pastraces,placing,racerating,trainer_id,jockeyname,jtohweights_h,lastwonat,racedistance,horsename,horse_url,previouswins_car,raceday_id,prev_avg_spds_cl,finish_time,positions,trainercode,seasonstakes,ranked_avgspds,dayssincelastrun_h,previouswins_d
"[15.0, 3.7, 31.0]",S070,,,4<1<8<9<4<10<7<4<2<1<2<5<4<99<9<8<8<10<8<2<9,16.025641025641026,"[16.748414882162937, 16.73840267814443, 19.732121502033007, 13.829892324409759, 19.87472898096844, 13.782240598543021, 19.881913483552236, 16.025641025641026, 13.83399209486166, 16.78455820645007, 16.938898971566847, 14.301036825169826, 17.072129748186086, 14.068655036578503, 20.772027003635102, 16.9061707523246, 14.031149151115477, 17.18213058419244, 17.085255424568597]",,,,,2015-09-28,4,0,A,FRA,,,25,20,G,,,,13,0,1,ST,15,Koo Ming Kown,20.772027003635102,,,6,20.772027003635102,,,,1,13.782240598543021,B,0,"[('20140312_495', (125, 8)), ('20140416_604', (121, 99)), ('20141022_154', (118, 4)), ('20141112_276', (119, 7)), ('20150617_750', (117, 8)), ('20150121_673', (119, 4)), ('20140212_465', (126, 8)), ('20131124_240', (124, 2)), ('20131215_299', (126, 8)), ('20140615_754', (121, 5)), ('20141001_106', (133, 2)), ('20140105_392', (127, 10)), ('20150906_060', (131, 4)), ('20140323_559', (125, 9)), ('20150705_004', (115, 1)), ('20140507_704', (119, 4)), ('20150101_331', (119, 10)), ('20140701_001', (117, 2)), ('20140914_050', (133, 1)), ('20150607_704', (118, 9))]",,0,,,,,,,,13.782240598543021, 1400,PLAIN BLUE BANNER,,,2,"4>(63d),1>(18d),8>(10d),9>(137d),4>(20d),10>(50d),7>(21d),4>(21d),2>(17d),1>(75d),2>(16d),5>(39d),4>(21d),99>(24d),9>(11d),8>(28d),8>(38d),10>(21d),8>(21d)","[16.73840267814443, 19.732121502033007, 13.829892324409759, 19.87472898096844, 13.782240598543021, 19.881913483552236, 16.025641025641026, 16.938898971566847, 14.301036825169826, 17.072129748186086, 14.068655036578503, 20.772027003635102, 17.18213058419244, 17.085255424568597]",,,FD,0,2015-09-28 07:35:00,,"[11, 12, 4, 18, 3, 19, 2, 13, 17, 10, 8, 14, 7, 15, 1, 9, 16, 5, 6]","[63, 18, 10, 137, 20, 50, 21, 21, 17, 75, 16, 39, 21, 24, 11, 28, 38, 21, 21]",,2,16.938898971566847,-65.99999999999999
"[12.0, 10.0, 9.5]",P376,,,5<5<1<6<7<6<4<3<4<1<3<5<8<6<9<8<1<3<3<7<3<9<9<6<7<8<7<9<13,15.0,"[16.420361247947454, 16.465987444684572, 18.933417481855475, 14.228546020453534, 16.738152526414897, 16.62510390689942, 16.630287911859476, 16.633745711612434, 16.727652901202298, 16.566576931041624, 17.139295730757247, 17.942583732057418, 16.317650258362796, 16.15363905590954, 15.0, 17.9443724454192, 15.205971799834115, 16.429353778751366, 16.2577593851611, 16.217810104187144, 14.054813773717498, 14.367816091954024, 16.985138004246284, 16.98994761432819, 23.318258903335217, 16.5629391688416, 13.721454474174262, 16.887816646562122]",,,,,2015-09-28,4,0,A,TEK,,,18,28,G,,,,2,1,1,ST,21,Wilson Au Yuk San,23.318258903335217,,,5,18.933417481855475,,,,2,14.054813773717498,,0,"[('20140605_766', (119, 1)), ('20141126_277', (130, 3)), ('20131006_099', (116, 7)), ('20141029_187', (131, 5)), ('20150101_306', (128, 1)), ('20150329_563', (133, 4)), ('20150913_059', (131, 5)), ('20131221_364', (130, 9)), ('20140409_606', (126, 3)), ('20131030_184', (113, 7)), ('20130701_063', (115, 9)), ('20140706_016', (127, 8)), ('20131124_260', (126, 6)), ('20150621_752', (128, 1)), ('20140319_540', (125, 7)), ('20140202_419', (125, 9)), ('20150705_022', (126, 5)), ('20150426_621', (123, 6)), ('20150221_500', (133, 3)), ('20131020_126', (116, 8)), ('20150516_676', (132, 7)), ('20140917_061', (130, 9)), ('20140507_678', (126, 3)), ('20150607_713', (130, 6)), ('20140223_483', (130, 3)), ('20141019_125', (133, 8)), ('20141005_095', (131, 6)), ('20150110_404', (128, 4))]",,0,,,,,,,,13.721454474174262, 1600,FIGHTING BOY,,,3,"5>(70d),5>(14d),1>(14d),6>(22d),7>(20d),6>(28d),4>(36d),3>(42d),4>(9d),1>(36d),3>(28d),5>(10d),8>(14d),6>(18d),9>(73d),8>(31d),1>(29d),3>(28d),3>(21d),7>(24d),3>(21d),9>(43d),9>(27d),6>(25d),7>(10d),8>(14d),7>(97d)","[16.465987444684572, 18.933417481855475, 14.228546020453534, 16.738152526414897, 16.62510390689942, 16.630287911859476, 16.633745711612434, 16.727652901202298, 16.566576931041624, 17.139295730757247, 17.942583732057418, 16.317650258362796, 16.15363905590954, 15.0, 17.9443724454192, 16.429353778751366, 16.217810104187144, 14.054813773717498, 14.367816091954024, 16.985138004246284, 16.98994761432819]",,,WS,0,2015-09-28 07:05:00,,"[18, 16, 2, 26, 9, 13, 12, 11, 10, 14, 5, 4, 19, 22, 24, 3, 23, 17, 20, 21, 27, 25, 7, 6, 1, 15, 28, 8]","[70, 14, 14, 22, 20, 28, 36, 42, 9, 36, 28, 10, 14, 18, 73, 31, 29, 28, 21, 24, 21, 43, 27, 25, 10, 14, 97]",,5,16.887816646562122,0.0
"[84.0, 20.0, 44.0]",N115,,,7<7<8<6<10<8<8<12<14<12<11<12<14,10.850890677276427,"[14.316392269148176, 17.059994313335228, 17.084282460136677, 17.22652885443583, 14.124293785310735, 17.427675148135236, 21.242697822623473, 19.75726785210274, 19.591545951080505, 17.716535433070867, 10.850890677276427, 19.693346462230974]",,,,,2015-09-28,4,0,A,HCY,,,18,12,G,,,,12,0,1,ST,3,James Lau Po Man & Alice Woo Wai See,21.242697822623473,,,6,17.22652885443583,,,,0,17.059994313335228,B/TT,0,"[('20150101_637', (113, 10)), ('20150712_021', (127, 7)), ('20120519_655', (127, 12)), ('20120908_367', (129, 8)), ('20150524_671', (128, 6)), ('20150913_060', (118, 7)), ('20140202_279', (117, 8)), ('20150607_769', (119, 8)), ('20120606_710', (110, 12)), ('20120701_008', (115, 12)), ('20120530_672', (123, 11)), ('20120620_728', (118, 14))]",,0,,,,,,,,10.850890677276427, 1400,ORACLE,,,0,"7>(63d),7>(35d),8>(14d),6>(143d),10>(333d),8>(512d),8>(69d),12>(11d),14>(14d),12>(7d),11>(11d)","[17.059994313335228, 17.084282460136677, 17.22652885443583]",,,CD,0,2015-09-28 07:35:00,,"[10, 9, 8, 7, 11, 6, 1, 2, 4, 5, 12, 3]","[63, 35, 14, 143, 333, 512, 69, 11, 14, 7, 11]",,2,19.75726785210274,-100.0
"[57.0, 57.0, 33.0]",P046,,,13<6<6<9<4<14<6<4<5<3<5<3<6<13<13<2<6<5<1<1<1<11<10<11<5<6<8<14<7<6<10,14.409221902017292,"[16.314877128581628, 12.335526315789474, 23.400936037441497, 13.95256129160853, 16.867469879518072, 13.836042891732964, 19.66016008987502, 16.742406122937094, 16.877637130801688, 14.524328249818446, 20.020020020020016, 16.91434094478676, 19.575275833432197, 13.824429742273132, 14.307857398354596, 20.08896541828096, 16.74440856356895, 16.832992665624623, 16.78455820645007, 17.046146353342262, 14.409221902017292, 16.98033111645677, 19.646365422396855, 16.758439071103663, 16.961473225102978, 14.381591562799617, 22.475066722854333, 16.852211214380553, 15.667841754798276, 12.44296972210701]",,,,,2015-09-28,4,0,A,LWM,,,18,30,G,,,,7,1,1,ST,16,Joseph Choi Yip Leung & Choi Fong Hon Mei,23.400936037441497,,,5,20.020020020020016,,,,3,12.335526315789474,TT,0,"[('20150110_359', (133, 6)), ('20140202_403', (115, 2)), ('20121205_284', (115, 6)), ('20131103_207', (119, 1)), ('20131006_130', (114, 1)), ('20141012_180', (131, 3)), ('20130116_387', (113, 14)), ('20130511_678', (126, 5)), ('20150513_709', (127, 6)), ('20140504_745', (114, 3)), ('20150913_059', (121, 13)), ('20140421_601', (113, 6)), ('20150201_443', (130, 14)), ('20140330_571', (115, 13)), ('20140216_518', (112, 13)), ('20141123_241', (133, 5)), ('20130212_557', (111, 8)), ('20150621_022', (123, 6)), ('20130710_006', (118, 11)), ('20130608_716', (122, 11)), ('20130908_059', (114, 1)), ('20130101_321', (115, 7)), ('20141214_305', (113, 4)), ('20140628_078', (133, 5)), ('20150412_608', (122, 9)), ('20140101_370', (113, 6)), ('20130424_604', (131, 6)), ('20131201_295', (127, 5)), ('20130623_763', (121, 10)), ('20150308_529', (131, 4))]",,0,,,,,,,,12.335526315789474, 1600,DASHING FORTUNE,,,3,"13>(84d),6>(39d),6>(31d),9>(35d),4>(35d),14>(22d),6>(27d),4>(21d),5>(42d),3>(106d),5>(55d),3>(13d),6>(22d),13>(42d),13>(14d),2>(32d),6>(31d),5>(28d),1>(28d),1>(28d),1>(60d),11>(17d),10>(15d),11>(28d),5>(17d),6>(71d),8>(27d),14>(15d),7>(27d)","[12.335526315789474, 13.95256129160853, 16.867469879518072, 13.836042891732964, 19.66016008987502, 16.877637130801688, 14.524328249818446, 20.020020020020016, 16.832992665624623, 16.78455820645007, 17.046146353342262, 14.409221902017292, 16.98033111645677, 19.646365422396855, 16.758439071103663, 16.961473225102978]",,,MKL,0,2015-09-28 07:05:00,,"[20, 30, 1, 26, 13, 27, 5, 19, 12, 22, 4, 11, 7, 28, 25, 3, 18, 15, 16, 8, 23, 9, 6, 17, 10, 24, 2, 14, 21, 29]","[84, 39, 31, 35, 35, 22, 27, 21, 42, 106, 55, 13, 22, 42, 14, 32, 31, 28, 28, 28, 60, 17, 15, 28, 17, 71, 27, 15, 27]",,8,20.08896541828096,283.33333333333337
"[16.0, 13.0, 0.0]",T028,,,3<4<0<4<12<4,,"[19.20076803072123, 16.762702985856468, 14.553014553014552, 16.726403823178018]",,,,,2015-09-28,4,0,A,WD,,,109,5,G,,,,11,0,+1,ST,4,Lucky Forever Syndicate,19.20076803072123,,,6,16.762702985856468,,,,0,14.553014553014552,H/TT,0,"[('20150503_638', (123, 0)), ('20150614_060', (122, 3)), ('20150524_694', (123, 4)), ('20150407_583', (125, 4)), ('20150301_516', (125, 12))]",,0,,,,,,,,14.553014553014552, 1400,IMPERIAL GALLANTRY,,,0,"3>(21d),4>(21d),4>(37d)","[16.762702985856468, 14.553014553014552, 16.726403823178018]",,,OSP,0,2015-09-28 07:35:00,,"[1, 2, 4, 3]","[21, 21, 26, 37]",,0,,-100.0
"[8.2, 3.2, 31.0]",S370,,,6<4<2<99<9,,"[16.722408026755854, 16.984107727769015, 16.85122773230621]",,,,,2015-09-28,4,0,A,RN,,,81,4,G,,,,9,0,1,ST,2,Hayden Pong Hei Ting,16.984107727769015,,,6,16.984107727769015,,,,0,16.85122773230621,B/H,0,"[('20150712_060', (124, 6)), ('20150301_728', (123, 2)), ('20150627_771', (124, 4)), ('20140701_423', (119, 99))]",,0,,,,,,,,16.722408026755854, 1400,RAGING BULL,,,0,"6>(15d),4>(118d),2>(243d)","[16.984107727769015, 16.85122773230621]",,,SJJ,0,2015-09-28 07:35:00,,"[3, 1, 2]","[15, 118, 243]",,0,,-100.0
"[99.0, 43.0, 47.0]",L401,,,12<10<10<11<11<6<11<6<12<7<10<6<2<10<8<9<6<5<8<2<5<9<1<8<6<7<11<8<10<6<3<11<3<1<1<6<3<7<5<2<2<1<5<3<0<5<5<7<0,14.26330052774212,"[14.18104467029071, 19.347705914870094, 12.029351617947793, 21.197668256491784, 14.05678942929435, 20.86230876216968, 16.949152542372882, 16.865776528460998, 14.3348623853211, 17.455053237912377, 17.605633802816904, 20.746887966804977, 17.091582395670134, 23.6423556383436, 9.891196834817013, 24.067388688327316, 16.766467065868262, 19.25854597977853, 14.710518020384574, 14.566642388929353, 22.711142654364796, 16.607847207805687, 14.630577907827359, 16.859344894026975, 14.172670367308374, 20.08896541828096, 14.466546112115731, 23.598398169336384, 11.918951132300357, 17.21664275466284, 14.26330052774212, 20.96069868995633, 17.20183486238532, 17.02852277564921, 17.067273503057887, 16.88951442646024, 16.93002257336343, 19.76842699802316, 14.492753623188406, 17.113519680547633, 17.006802721088434, 19.980019980019982, 16.84109226512691, 16.794625719769673, 12.084592145015106, 17.214666896195556, 20.931449502878074]",,,,,2015-09-28,4,0,A,LWM,,,22,48,G,,,,10,1,+1,ST,2,Ling Kwok Cheung,24.067388688327316,,,6,19.347705914870094,,,,0,16.84109226512691,,0,"[('20140517_682', (112, 7)), ('20150422_614', (123, 6)), ('20121228_295', (113, 10)), ('20120506_636', (111, 6)), ('20111130_264', (133, 1)), ('20141019_558', (123, 11)), ('20140605_720', (125, 12)), ('20120519_683', (116, 8)), ('20101114_230', (113, 5)), ('20150610_731', (119, 11)), ('20101001_172', (118, 5)), ('20120421_599', (112, 7)), ('20121212_275', (132, 8)), ('20110212_431', (131, 5)), ('20120111_388', (120, 11)), ('20120415_563', (108, 11)), ('20120208_442', (117, 3)), ('20110518_682', (123, 5)), ('20120923_064', (119, 8)), ('20140430_637', (131, 10)), ('20150712_012', (132, 10)), ('20121028_194', (123, 6)), ('20121001_129', (117, 5)), ('20120310_496', (120, 10)), ('20110706_071', (130, 3)), ('20130206_588', (133, 6)), ('20120912_046', (119, 2)), ('20101204_280', (118, 0)), ('20111221_313', (129, 3)), ('20101227_391', (118, 3)), ('20150513_685', (123, 11)), ('20111026_209', (131, 1)), ('20120609_719', (111, 1)), ('20110420_635', (124, 2)), ('20111006_125', (120, 6)), ('20120229_469', (116, 6)), ('20100905_071', (117, 7)), ('20121125_239', (124, 9)), ('20110227_471', (116, 1)), ('20130106_375', (129, 2)), ('20150627_771', (117, 10)), ('20150909_060', (124, 12)), ('20120708_018', (125, 5)), ('20110605_754', (127, 7)), ('20120624_750', (133, 9)), ('20120321_544', (127, 8)), ('20110316_566', (119, 2)), ('20140618_099', (122, 6))]",,0,,,,,,,,9.891196834817013, 1400,GROOVY,,,4,"12>(59d),10>(15d),10>(17d),11>(28d),11>(21d),6>(185d),11>(123d),6>(13d),12>(19d),7>(17d),10>(448d),6>(31d),2>(9d),10>(16d),8>(17d),9>(28d),6>(27d),5>(8d),8>(11d),2>(66d),5>(14d),9>(15d),1>(21d),8>(13d),6>(15d),7>(6d),11>(25d),8>(11d),10>(10d),6>(21d),3>(28d),11>(21d),3>(21d),1>(35d),1>(20d),6>(92d),3>(31d),7>(18d),5>(28d),2>(35d),2>(17d),1>(15d),5>(47d),3>(23d),5>(44d),5>(26d)","[19.347705914870094, 16.84109226512691]",,,NTK,0,2015-09-28 07:35:00,,"[41, 13, 45, 5, 43, 8, 25, 28, 39, 16, 15, 9, 21, 2, 47, 1, 32, 14, 34, 36, 4, 33, 35, 29, 42, 10, 38, 3, 46, 17, 40, 6, 19, 23, 22, 27, 26, 12, 37, 20, 24, 11, 30, 31, 44, 18, 7]","[59, 15, 17, 28, 21, 185, 123, 13, 19, 17, 448, 31, 9, 16, 17, 28, 27, 8, 11, 66, 14, 15, 21, 13, 15, 6, 25, 11, 10, 21, 28, 21, 21, 35, 20, 92, 31, 18, 28, 35, 17, 15, 47, 23, 20, 44, 26]",,10,22.711142654364796,-13.33333333333333
"[99.0, 99.0, 99.0]",S378,,,14<12<14<12<0<13<12,,"[18.71345029239766, 14.341323499282932, 14.19950301739439, 23.05435238228308, 14.261944378416924]",,,,,2015-09-28,4,0,A,TON,,,96,6,G,,,,8,0,2,ST,0,"Johnny Wong Ka Keung, Ernest Ip Koon Wing, Christopher Chan Wai Tong & Michael Cheng Woon Yin",23.05435238228308,,,6,,,,,0,,H-/B2/TT,0,"[('20150513_679', (119, 14)), ('20141207_613', (117, 12)), ('20141029_166', (117, 13)), ('20150607_730', (106, 12)), ('20141115_223', (112, 0)), ('20150627_060', (133, 14))]",,0,,,,,,,,14.19950301739439, 1400,BO DUKE,,,0,"14>(20d),12>(25d),14>(157d),12>(22d)",,,,YPF,0,2015-09-28 07:35:00,,"[2, 3, 5, 1, 4]","[20, 25, 157, 22, 17]",,1,,-100.0
"[96.0, 99.0, 54.0]",S116,,,13<9<12<5,14.251781472684085,"[16.476403436507002, 16.786570743405274, 14.251781472684085]",,,,,2015-09-28,4,0,A,LDE,,,177,3,G,,,,7,0,*1,ST,1,Stanley Lau Chin Ho,16.786570743405274,,,6,16.786570743405274,,,,0,16.786570743405274,B/TT,0,"[('20150407_060', (129, 13)), ('20140701_007', (126, 12)), ('20140914_516', (130, 9))]",,0,,,,,,,,14.251781472684085, 1400,WATCH KING,,,0,"13>(205d),9>(75d)",[16.786570743405274],,,SCS,0,2015-09-28 07:35:00,,"[2, 1, 3]","[205, 75]",,1,14.251781472684085,-100.0
"[14.0, 0.0, 0.0]",T065,,,5<0<99<2<6<4<3<4<9,16.802688430148827,"[16.74440856356895, 14.622937121370379, 16.802688430148827, 16.82085786375105, 16.91025486169827, 14.390214654035256]",,,,,2015-09-28,4,0,A,MG,,,25,8,G,,,,6,0,+1,ST,6,Mr & Mrs So Chun Yu,16.91025486169827,,,6,16.91025486169827,,,,0,14.390214654035256,,0,"[('20150104_357', (124, 4)), ('20150221_500', (125, 2)), ('20141207_286', (124, 3)), ('20141115_215', (123, 4)), ('20150906_060', (130, 5)), ('20150426_006', (126, 0)), ('20150329_563', (123, 99)), ('20150201_405', (124, 6))]",,0,,,,,,,,14.390214654035256, 1400,MOTIF,,,0,"5>(133d),99>(36d),2>(20d),6>(28d),4>(28d),3>(22d)","[14.622937121370379, 16.802688430148827, 16.82085786375105, 16.91025486169827, 14.390214654035256]",,,MKL,0,2015-09-28 07:35:00,,"[4, 5, 3, 2, 1, 6]","[133, 28, 36, 20, 28, 28, 22]",,2,16.802688430148827,-100.0
"[12.0, 8.3, 18.0]",S387,,,10<7<5<4<6<10<11<8<6<7,16.85325628987601,"[16.601446697497924, 16.837041491280818, 16.990291262135923, 16.93480101608806, 16.843118383060634, 16.85325628987601, 19.21229586935639, 14.630577907827359, 17.033702396885268]",,,,,2015-09-28,4,0,A,SCC,,,18,9,G,,,,5,0,1,ST,3,Mr & Mrs Iain Bruce,19.21229586935639,,,6,16.990291262135923,,,,0,16.837041491280818,B,0,"[('20141115_256', (115, 8)), ('20150712_023', (130, 7)), ('20150701_773', (131, 5)), ('20150607_740', (133, 4)), ('20150913_060', (127, 10)), ('20150215_466', (118, 10)), ('20141026_166', (120, 6)), ('20141220_398', (119, 11)), ('20150315_673', (114, 6))]",,0,,,,,,,,14.630577907827359, 1400,STRATHEARN,,,0,"10>(63d),7>(11d),5>(24d),4>(84d),6>(28d),10>(57d),11>(35d),8>(20d)","[16.837041491280818, 16.990291262135923, 16.93480101608806]",,,MA,0,2015-09-28 07:35:00,,"[8, 7, 3, 4, 6, 5, 1, 9, 2]","[63, 11, 24, 84, 28, 57, 35, 20]",,4,19.21229586935639,-100.0
"[3.4, 99.0, 99.0]",T212,,,11<4<8<12<12<10<9,16.696813691387227,"[14.202864244289266, 17.091582395670134, 17.214173002438677, 16.696813691387227, 16.856300042140752, 17.018862572684725]",,,,,2015-09-28,4,0,A,PZ,,,106,6,G,,,,3,0,1,ST,0,Wong Chun Tak,17.214173002438677,,,6,,,,,0,,,0,"[('20150531_705', (114, 4)), ('20150315_499', (126, 10)), ('20150422_593', (118, 12)), ('20150617_060', (109, 11)), ('20150506_660', (116, 8)), ('20150329_558', (126, 12))]",,0,,,,,,,,14.202864244289266, 1400,TRAVEL NUMBER ONE,,,0,"11>(17d),4>(25d),8>(14d),12>(24d),12>(14d)",,,,YCH,0,2015-09-28 07:35:00,,"[6, 2, 1, 5, 4, 3]","[17, 25, 14, 24, 14]",,3,17.214173002438677,-100.0
"[3.1, 2.4, 2.8]",T184,,,8<3<3<1,,"[14.289116456299118, 17.155110793423873, 17.18213058419244]",,,,,2015-09-28,4,0,A,MOJ,,,18,3,G,,,,1,0,1,ST,2,Rotary Club of Sha Tin Syndicate,17.18213058419244,,,6,17.18213058419244,,,,0,17.155110793423873,,0,"[('20150913_060', (132, 8)), ('20150503_021', (132, 3)), ('20150407_582', (127, 3))]",,0,,,,,,,,14.289116456299118, 1400,HAPPY AGILITY,,,1,"8>(133d),3>(26d)","[17.155110793423873, 17.18213058419244]",,,YPF,0,2015-09-28 07:35:00,,"[3, 2, 1]","[133, 26]",,0,,-26.66666666666666
"[18.0, 2.7, 8.9]",P062,,,1<5<3<1<2<7<2<4<5<8<13<4<3<9<5<11<13<2<12<9<6<3<1<6<3<6<5<2<5,12.569393526762333,"[16.81075888568684, 16.871535309713185, 16.988229583788375, 17.02955844787739, 16.736401673640167, 16.752423118343906, 14.63057790782736, 17.040613462084636, 19.982871824150727, 14.275517487508921, 22.56381328444507, 12.569393526762333, 19.994287346472436, 14.212957479568873, 16.89189189189189, 16.985138004246284, 16.474464579901152, 17.052721330112263, 19.673974142776842, 16.73840267814443, 14.603870025556771, 20.04008016032064, 14.59498905375821, 17.167381974248926, 22.818026240730177, 14.483757500517278, 16.712426883132387, 14.409221902017292]",,,,,2015-09-28,4,0,A,PB,,,18,28,G,,,,2,0,+1,ST,21,Dr Simon S O Ip,22.818026240730177,,,6,22.818026240730177,,,,2,12.569393526762333,CP/XB,0,"[('20141115_266', (124, 4)), ('20130212_462', (129, 3)), ('20130127_384', (128, 6)), ('20131204_260', (117, 2)), ('20150509_657', (125, 3)), ('20131027_215', (116, 12)), ('20140510_686', (131, 3)), ('20150419_600', (123, 1)), ('20140111_539', (116, 11)), ('20150531_023', (133, 5)), ('20131221_321', (133, 13)), ('20140608_744', (132, 4)), ('20141228_340', (121, 2)), ('20121128_283', (124, 2)), ('20130505_008', (131, 3)), ('20140409_594', (118, 5)), ('20141005_160', (126, 5)), ('20130908_054', (116, 6)), ('20150221_546', (124, 2)), ('20130101_346', (125, 5)), ('20130317_510', (128, 6)), ('20140917_062', (126, 8)), ('20130407_583', (129, 1)), ('20140628_014', (130, 13)), ('20131001_118', (118, 9)), ('20150913_060', (131, 1)), ('20140504_615', (131, 9)), ('20150125_405', (121, 7))]",,0,,,,,,,,12.569393526762333, 1400,GLACIER BLUE,,,3,"1>(105d),5>(22d),3>(20d),1>(57d),2>(27d),7>(28d),2>(43d),4>(41d),5>(18d),8>(81d),13>(20d),4>(29d),3>(6d),9>(25d),5>(88d),11>(21d),13>(17d),2>(38d),12>(26d),9>(23d),6>(126d),3>(28d),1>(21d),6>(33d),3>(16d),6>(26d),5>(34d)","[16.871535309713185, 16.988229583788375, 17.02955844787739, 16.736401673640167, 16.752423118343906, 14.63057790782736, 17.040613462084636, 19.982871824150727, 14.275517487508921, 22.56381328444507, 12.569393526762333, 19.994287346472436, 14.212957479568873, 16.474464579901152, 20.04008016032064, 14.59498905375821, 17.167381974248926, 22.818026240730177, 14.483757500517278, 16.712426883132387, 14.409221902017292]",,,GR,0,2015-09-28 07:35:00,,"[15, 14, 11, 10, 18, 16, 21, 9, 5, 26, 2, 28, 4, 27, 13, 12, 20, 8, 6, 17, 22, 3, 23, 7, 1, 24, 19, 25]","[105, 22, 20, 57, 27, 28, 43, 41, 18, 81, 20, 29, 6, 25, 88, 21, 17, 38, 26, 23, 126, 28, 21, 33, 16, 26, 34]",,8,22.818026240730177,-12.5
"[0.0, 68.0, 54.0]",T213,,,0<5<8<12<3<10<7<4<5,,"[22.90950744558992, 16.91153155057605, 16.314877128581628, 14.600062571696736, 14.436958614051973, 17.26618705035971, 17.187052420509882]",,,,,2015-09-28,3,0,All Weather Track,TON,,,18,8,,,,,11,0,1,ST,7,Mr & Mrs Chan Hou Bo,22.90950744558992,,,7,17.26618705035971,,,,0,14.436958614051973,TT,0,"[('20150712_025', (116, 5)), ('20150419_589', (115, 10)), ('20150913_061', (117, 0)), ('20150531_712', (120, 12)), ('20150503_658', (123, 3)), ('20150321_502', (126, 4)), ('20150621_774', (120, 8)), ('20150329_550', (125, 7))]",,0,,,,,,,,14.436958614051973, Good,SUPER MAN,,,0,"5>(21d),8>(21d),12>(28d),3>(14d),10>(21d),7>(8d)","[16.91153155057605, 16.314877128581628, 14.600062571696736, 14.436958614051973, 17.26618705035971, 17.187052420509882]",,,SWY,0,2015-09-28 08:05:00,,"[1, 4, 5, 6, 7, 2, 3]","[63, 21, 21, 28, 14, 21, 8]",,0,,-100.0
"[9.4, 8.9, 17.0]",S234,,,2<3<9<13<11<0<2<3<6<5<4<4<9<7<13,12.611476443563642,"[16.802688430148827, 19.32367149758454, 18.787182966287443, 15.096065873741995, 15.462468372223785, 16.778523489932887, 14.662756598240469, 20.070551027855494, 16.523132385339476, 16.296296296296298, 16.46870945204112, 17.798872738059924, 12.611476443563642]",,,,,2015-09-28,4,0,A,CAN,,,18,14,G,,,,4,0,+1,ST,0,Sunny Yam & Jacqueline Yam,20.070551027855494,,,6,,,,,0,,CP/H/XB/TT,0,"[('20150607_746', (117, 9)), ('20140430_626', (125, 4)), ('20140611_747', (121, 6)), ('20140528_701', (126, 5)), ('20150701_023', (113, 3)), ('20150913_060', (129, 2)), ('20141019_633', (116, 11)), ('20140628_024', (123, 3)), ('20140301_526', (131, 7)), ('20140514_662', (126, 4)), ('20140402_589', (127, 9)), ('20140921_066', (119, 2)), ('20141005_100', (115, 0)), ('20150520_678', (110, 13))]",,0,,,,,,,,12.611476443563642, 1400,DANEWIN EXPRESS,,,0,"2>(74d),3>(24d),9>(18d),13>(213d),11>(14d),2>(85d),3>(17d),6>(14d),5>(14d),4>(14d),4>(28d),9>(32d)",,,,CAS,0,2015-09-28 07:35:00,,"[5, 2, 3, 11, 10, 6, 12, 1, 7, 9, 8, 4, 13]","[74, 24, 18, 213, 14, 14, 85, 17, 14, 14, 14, 28, 32]",,7,18.787182966287443,-100.0
