horsenumber,horsecode,jockey_id,todaysrating,avg_spds,timelist,isMaiden,racedate,raceclass,runners_list,racesurface,jockeycode,marginsbehindleader,dayssincelastrun,previousruns_car,racegoing,localracetime,horse_id,racename,l3odds,priority,racecoursecode,trackvariant,ownername,race_id,trainername,racenumber,utcracetime,owner_id,prev_avg_spds_d,gear,previousruns_d,h_pastraces,placing,racerating,trainer_id,jockeyname,jtohweights_h,lastwonat,racedistance,horsename,horse_url,previouswins_car,raceday_id,prev_avg_spds_cl,finish_time,positions,trainercode,seasonstakes,ranked_avgspds,dayssincelastrun_h,previouswins_d
9,P225,,,"[16.771488469601678, 17.094017094017094, 17.011624610150268, 16.703786191536746, 17.011624610150268, 17.27613014684711, 17.13796058269066, 16.7808698084184, 17.08914839077186, 16.985138004246284, 17.07698875764907, 17.35106998264893, 17.40139211136891, 17.196904557179707, 17.204301075268816, 17.07698875764907, 17.059994313335228, 17.157563625965114, 17.014036580178647, 16.7973124300112, 16.839741790625876, 17.0261066969353, 16.997167138810198, 16.839741790625876, 16.769144773616546, 16.908552909680147, 16.927634363097756, 17.152658662092627, 17.035775127768314, 16.754427955959788, 16.433853738701725, 16.97792869269949, 16.80672268907563]",,,2015-09-28,3,,No surface found in dict,CAN,,19,34,,,,,"[18.0, 20.0, 27.0]",1,,,Howard Tai Wai Yin,,,7,2015-09-28 08:05:00,,"[16.771488469601678, 17.094017094017094, 17.011624610150268, 16.703786191536746, 17.011624610150268, 17.27613014684711, 17.13796058269066, 16.7808698084184, 17.08914839077186, 16.985138004246284, 17.07698875764907, 17.35106998264893, 17.40139211136891, 17.196904557179707, 17.204301075268816, 17.07698875764907, 17.059994313335228, 17.157563625965114, 17.014036580178647, 16.7973124300112, 16.839741790625876, 17.0261066969353, 16.997167138810198, 16.839741790625876, 16.769144773616546, 16.908552909680147, 16.927634363097756, 17.152658662092627, 17.035775127768314, 16.754427955959788, 16.80672268907563]",B,31,"[('20130917_30', None), ('20141015_91', None), ('20131023_104', None), ('20150121_333', None), ('20131218_253', None), ('20150527_650', None), ('20130317_469', None), ('20130511_610', None), ('20150909_18', None), ('20150308_446', None), ('20140521_646', None), ('20150617_707', None), ('20140507_604', None), ('20140605_680', None), ('20141029_128', None), ('20140416_557', None), ('20140226_430', None), ('20141207_220', None), ('20150708_761', None), ('20131120_177', None), ('20150419_550', None), ('20140122_346', None), ('20131009_69', None), ('20130420_553', None), ('20140326_502', None), ('20141119_172', None), ('20141220_258', None), ('20140309_457', None), ('20150506_593', None), ('20140212_393', None), ('20130704_742', None), ('20130602_661', None), ('20140917_18', None)]",,0,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,1200,KING DERBY,,4,,"[16.771488469601678, 17.094017094017094, 17.011624610150268, 16.703786191536746, 17.011624610150268, 17.27613014684711, 17.13796058269066, 16.7808698084184, 17.08914839077186, 16.985138004246284, 17.07698875764907, 17.35106998264893, 17.40139211136891, 17.196904557179707, 17.204301075268816, 17.07698875764907, 16.754427955959788, 16.433853738701725, 16.97792869269949, 16.80672268907563]",,,SCS,0,"[29, 9, 17, 32, 17, 3, 8, 28, 10, 20, 11, 2, 1, 5, 4, 11, 13, 6, 16, 27, 24, 15, 19, 24, 30, 23, 22, 7, 14, 31, 33, 21, 26]","[63, 21, 21, 21, 17, 42, 46, 32, 13, 18, 21, 14, 28, 104, 15, 14, 21, 21, 17, 11, 14, 21, 35, 28, 28, 14, 22, 75, 32, 22, 21, 34, 21]",4
5,T365,,,"[17.152658662092627, 17.295053614666205, 17.20183486238532]",,,2015-09-28,3,,No surface found in dict,MOJ,,15,3,,,,,"[26.0, 30.0, 26.0]",1,,,The Hon Ronald Arculli GBM GBS JP & Johanna K J Arculli BBS,,,7,2015-09-28 08:05:00,,"[17.152658662092627, 17.20183486238532]",P,2,"[('20150708_763', None), ('20150627_733', None), ('20150913_25', None)]",,0,,,"[0, 0, 0]",,1200,FOREVER RED,,0,,"[17.152658662092627, 17.295053614666205, 17.20183486238532]",,,SJJ,0,"[3, 1, 2]","[67, 11]",0
7,M325,,,"[16.49387370405278, 16.796640671865628, 15.588096362777517, 16.71641791044776, 17.308524448290783, 17.20676799541153, 16.600954554886908, 16.60126773317235, 16.737674984783933, 16.12587959343237, 16.568292430361396, 16.98204754973314, 16.91434094478676, 16.663300343364977, 16.39344262295082, 17.196904557179707, 16.697024893746207, 16.79902260232132, 16.932752781809384, 17.31102135025967, 16.875602700096433, 16.562167277889507, 16.26416954164613, 16.242555495397944, 16.727493917274938, 17.24633515377982, 17.243856875987927, 16.566576931041624, 16.814797021378812, 16.826923076923077, 16.70245764733954, 16.564861786934465, 16.594067620825555, 16.76847526649898, 16.46090534979424, 16.602677181695547, 16.839066634592253, 16.82085786375105, 16.682554814108673, 16.720410844380748, 16.67262117422889, 16.91808825602707, 17.17327837884252, 16.97552694864903]",,,2015-09-28,3,,No surface found in dict,MG,,22,44,,,,,"[39.0, 99.0, 48.0]",+1,,,Fung Kok Po,,,7,2015-09-28 08:05:00,,"[17.308524448290783, 17.20676799541153, 17.196904557179707, 17.31102135025967, 17.24633515377982, 17.243856875987927, 16.91808825602707, 16.97552694864903]",B/H,8,"[('20120512_613', None), ('20130407_513', None), ('20141015_92', None), ('20130320_475', None), ('20111217_249', None), ('20150221_411', None), ('20120908_6', None), ('20141207_222', None), ('20130616_702', None), ('20121125_191', None), ('20141109_149', None), ('20140323_500', None), ('20140223_425', None), ('20131006_63', None), ('20150104_290', None), ('20140126_356', None), ('20130127_348', None), ('20130529_652', None), ('20130707_756', None), ('20150906_10', None), ('20131030_126', None), ('20110918_21', None), ('20110701_738', None), ('20120429_575', None), ('20130511_609', None), ('20111009_73', None), ('20131201_211', None), ('20140421_573', None), ('20120708_748', None), ('20121006_71', None), ('20150705_753', None), ('20130908_9', None), ('20150311_455', None), ('20130915_26', None), ('20120609_676', None), ('20121028_128', None), ('20140611_702', None), ('20120624_719', None), ('20140917_15', None), ('20130112_314', None), ('20131229_283', None), ('20140510_620', None), ('20121222_265', None), ('20111127_193', None)]",,0,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,1200,SMILING WATCH,,5,,"[16.49387370405278, 16.796640671865628, 15.588096362777517, 16.71641791044776, 17.308524448290783, 16.737674984783933, 16.98204754973314, 16.91434094478676, 16.663300343364977, 16.39344262295082, 17.196904557179707, 16.697024893746207, 16.79902260232132, 16.932752781809384, 17.31102135025967, 16.875602700096433, 16.562167277889507, 16.26416954164613, 16.242555495397944, 16.727493917274938, 17.24633515377982, 17.243856875987927, 16.566576931041624, 16.814797021378812, 16.826923076923077, 16.70245764733954, 16.564861786934465, 16.594067620825555, 16.46090534979424, 16.602677181695547]",,,MKL,0,"[38, 19, 44, 24, 2, 5, 32, 31, 21, 43, 34, 8, 12, 29, 40, 6, 26, 18, 10, 1, 13, 37, 41, 42, 22, 3, 4, 35, 17, 15, 25, 36, 33, 20, 39, 30, 14, 16, 27, 23, 28, 11, 7, 9]","[63, 116, 18, 48, 28, 28, 25, 28, 98, 32, 19, 29, 28, 28, 28, 28, 32, 24, 21, 7, 63, 21, 18, 18, 34, 18, 52, 15, 21, 27, 28, 22, 28, 62, 14, 15, 28, 13, 134, 20, 49, 21, 79]",1
3,T300,,,[16.823216038132625],,,2015-09-28,3,,No surface found in dict,RN,,12,1,,,,,[62.0],1,,,Lincoln Ling & Fione Yip Sze Pui,,,7,2015-09-28 08:05:00,,[16.823216038132625],H1,1,"[('20150916_35', None)]",,0,,,[0],,1200,FUNNY BUDDIES,,0,,[16.823216038132625],,,HAD,0,[1],,0
4,P267,,,"[17.21664275466284, 16.589583752262218, 16.985138004246284, 16.249753791609216, 17.27364329926587, 17.293558149589277, 17.44693224774644, 17.381228273464657, 17.515691139979563, 17.497812773403325, 17.233950883239984, 17.040613462084636, 17.25625539257981, 17.462165308498253, 17.33603004911875, 17.069701280227598, 17.19444046424989, 17.441860465116278, 17.293558149589277, 17.341040462427745, 16.742406122937094, 16.78858376304113, 17.023691303731027]",,,2015-09-28,3,,No surface found in dict,CKK,,15,23,,,,,"[27.0, 56.0, 24.0]",1,,,"Chan Cheung Hi, Lam Suet Wan & Tsoi Huk Yam",,,7,2015-09-28 08:05:00,,"[17.21664275466284, 16.985138004246284, 17.27364329926587, 17.293558149589277, 17.44693224774644, 17.381228273464657, 17.515691139979563, 17.497812773403325, 17.233950883239984, 17.040613462084636, 17.25625539257981, 17.462165308498253, 17.33603004911875, 17.069701280227598, 17.19444046424989, 17.441860465116278, 17.293558149589277, 17.341040462427745, 17.023691303731027]",B,19,"[('20141008_74', None), ('20131201_208', None), ('20141207_222', None), ('20140625_738', None), ('20150412_532', None), ('20141102_138', None), ('20150308_446', None), ('20140208_387', None), ('20150913_25', None), ('20130616_700', None), ('20140309_460', None), ('20150104_290', None), ('20131016_88', None), ('20131030_123', None), ('20150207_378', None), ('20140421_572', None), ('20140326_505', None), ('20130511_607', None), ('20150705_754', None), ('20140611_700', None), ('20131229_283', None), ('20130701_740', None), ('20150610_685', None)]",,0,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,1200,TURIN PEARL,,2,,"[17.21664275466284, 16.589583752262218, 16.985138004246284, 16.249753791609216, 17.27364329926587, 17.293558149589277, 17.44693224774644, 17.497812773403325, 17.233950883239984, 17.040613462084636, 17.462165308498253, 17.33603004911875, 17.069701280227598, 17.19444046424989, 17.441860465116278, 17.293558149589277, 17.341040462427745, 16.742406122937094, 16.78858376304113, 17.023691303731027]",,,GR,0,"[14, 22, 19, 23, 11, 9, 4, 6, 1, 2, 13, 17, 12, 3, 8, 16, 15, 5, 9, 7, 21, 20, 18]","[70, 25, 59, 35, 29, 34, 28, 35, 25, 105, 14, 51, 26, 17, 29, 41, 28, 32, 14, 107, 15, 36]",2
1,S191,,,"[17.36111111111111, 17.577266735022704, 17.32851985559567, 17.469791818314167, 17.26817475392851]",,,2015-09-28,3,,No surface found in dict,PZ,,15,5,,,,,"[5.5, 5.7, 11.0]",1,,,Perpetual Friends Syndicate,,,7,2015-09-28 08:05:00,,"[17.36111111111111, 17.577266735022704, 17.32851985559567, 17.469791818314167]",TT,4,"[('20150527_650', None), ('20150325_489', None), ('20150913_25', None), ('20150621_716', None), ('20150311_456', None)]",,0,,,"[0, 0, 0, 0, 0]",,1200,PERPETUAL TREASURE,,2,,"[17.36111111111111, 17.577266735022704, 17.32851985559567, 17.469791818314167, 17.26817475392851]",,,YTP,0,"[3, 1, 4, 2, 5]","[84, 25, 63, 14]",2
12,T059,,,"[17.214173002438677, 17.196904557179707, 17.23147616312464, 15.833223380393191]",,,2015-09-28,3,,No surface found in dict,SCC,,15,4,,,,,"[35.0, 27.0, 99.0]",+1,,,Chan Hon Ming & Anthony So Hung Gun,,,8,2015-09-28 08:35:00,,"[17.214173002438677, 17.196904557179707, 17.23147616312464, 15.833223380393191]",B/E,4,"[('20150607_680', None), ('20150627_733', None), ('20150329_499', None), ('20150913_26', None)]",,0,,,"[0, 0, 0, 0]",,1200,CAREFREE LET GO,,0,,"[17.214173002438677, 17.196904557179707, 17.23147616312464, 15.833223380393191]",,,YTP,0,"[2, 3, 1, 4]","[78, 20, 70]",0
9,T271,,,"[16.912297656438753, 17.142857142857142]",,,2015-09-28,3,,No surface found in dict,TON,,93,2,,,,,"[99.0, 99.0]",+1,,,Li Ning,,,8,2015-09-28 08:35:00,,[17.142857142857142],,1,"[('20150627_732', None), ('20150531_660', None)]",,0,,,"[0, 0]",,1200,LIUZHOU WARRIOR,,0,,"[16.912297656438753, 17.142857142857142]",,,SWY,0,"[2, 1]",[27],0
10,T190,,,"[17.187052420509882, 17.157563625965114, 17.20282126268708, 16.816816816816818, 16.93958215697346, 16.845144988569366, 16.69250029808036]",,,2015-09-28,3,,No surface found in dict,HCY,,22,7,,,,,"[99.0, 94.0, 99.0]",+1,,,Ricky Cheng Wai Tao,,,8,2015-09-28 08:35:00,,"[17.187052420509882, 17.157563625965114, 16.93958215697346]",H/P,3,"[('20150429_576', None), ('20150701_745', None), ('20150321_483', None), ('20150407_518', None), ('20150308_449', None), ('20150201_363', None), ('20150906_9', None)]",,0,,,"[0, 0, 0, 0, 0, 0, 0]",,1200,INVINCIBLE FRESH,,0,,"[17.187052420509882, 17.157563625965114, 17.20282126268708, 16.816816816816818, 16.93958215697346, 16.845144988569366, 16.69250029808036]",,,FC,0,"[2, 3, 1, 6, 4, 5, 7]","[67, 63, 22, 17, 13, 35]",0
11,P351,,,"[16.652789342214824, 17.367141368530742, 16.472203157172274, 17.064846416382256, 16.184404119666503, 16.546018614270942, 17.02127659574468, 16.916384726921216, 17.283594987757454, 17.268671751331127, 17.17967072297781, 17.02852277564921, 16.790597265531304, 16.961473225102978, 16.99441612041758, 17.046146353342262, 17.133066818960593, 17.08984375, 16.804369135975353, 16.982734220209455, 17.113519680547633, 17.08914839077186, 17.152658662092627, 16.844469399213924, 17.152658662092627]",,,2015-09-28,3,,No surface found in dict,WJH,,9,25,,,,,"[92.0, 99.0, 47.0]",1,,,Mr & Mrs Desmond Wong Shung Yiu,,,8,2015-09-28 08:35:00,,"[16.472203157172274, 17.064846416382256, 17.02127659574468, 17.283594987757454, 17.268671751331127, 17.17967072297781, 17.02852277564921, 17.133066818960593, 16.804369135975353, 16.982734220209455, 17.113519680547633, 17.08914839077186, 17.152658662092627, 16.844469399213924]",SR/TT,14,"[('20131221_264', None), ('20150429_578', None), ('20150919_43', None), ('20141210_232', None), ('20140622_730', None), ('20140914_6', None), ('20140615_711', None), ('20150301_426', None), ('20140510_618', None), ('20150621_714', None), ('20140406_535', None), ('20150708_763', None), ('20150315_464', None), ('20150419_551', None), ('20131016_89', None), ('20150125_345', None), ('20140122_348', None), ('20150207_379', None), ('20150101_281', None), ('20140413_555', None), ('20141005_59', None), ('20150531_660', None), ('20131124_185', None), ('20130911_16', None), ('20140212_397', None)]",,0,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,1200,OVETT,,2,,"[16.652789342214824, 17.367141368530742, 16.472203157172274, 17.064846416382256, 16.184404119666503, 16.546018614270942, 17.02127659574468, 16.916384726921216, 17.283594987757454, 17.268671751331127, 17.17967072297781, 17.02852277564921, 16.790597265531304, 16.961473225102978, 16.99441612041758, 17.046146353342262, 17.133066818960593, 17.08984375, 16.804369135975353, 16.982734220209455, 17.113519680547633, 17.08914839077186, 17.152658662092627, 16.844469399213924, 17.152658662092627]",,,MA,0,"[22, 1, 24, 11, 25, 23, 14, 18, 2, 3, 4, 13, 21, 17, 15, 12, 7, 9, 20, 16, 8, 10, 5, 19, 5]","[73, 17, 21, 32, 10, 35, 14, 22, 13, 24, 22, 66, 21, 84, 7, 36, 27, 7, 53, 21, 32, 27, 39, 35]",1
2,M172,,,"[17.243856875987927, 17.030939540164635, 16.485163352982315, 16.281823564239193, 17.487612940833575, 17.37619461337967, 17.436791630340018, 17.32851985559567, 17.47997086671522, 17.378711078928312, 17.306028266512836, 17.038193951441144, 17.214173002438677, 17.167381974248926, 17.25625539257981, 17.283594987757454, 16.712426883132387, 17.358599739621006, 16.383675901102176, 17.43425831759407, 16.961473225102978, 17.106200997861723, 17.522340984755562, 17.398869073510223, 16.967640286025937, 17.271157167530223, 16.967640286025937, 16.528097766202546, 17.45962461807071, 17.378711078928312, 17.391304347826086, 16.755096341803963, 17.40139211136891, 17.108639863130882, 16.85325628987601, 17.593244194229413, 17.38374619730552, 16.782546152001917, 17.189514396218307, 17.157563625965114, 17.337031900138697, 17.229002153625267, 17.23246596587972, 17.27613014684711, 17.167381974248926, 16.483516483516485, 17.28608470181504, 17.099863201094394, 17.243856875987927, 16.642891107941036, 17.20183486238532, 17.71479185119575, 16.308779559662952, 17.190991920233795, 17.23246596587972]",,,2015-09-28,3,,No surface found in dict,PB,,15,55,,,,,"[20.0, 9.9, 9.0]",1,,,Mr & Mrs Jason Ma Ka Kui,,,7,2015-09-28 08:05:00,,"[17.243856875987927, 17.030939540164635, 17.487612940833575, 17.436791630340018, 17.32851985559567, 17.47997086671522, 17.378711078928312, 17.306028266512836, 17.038193951441144, 17.214173002438677, 17.167381974248926, 17.25625539257981, 17.283594987757454, 17.358599739621006, 17.43425831759407, 17.106200997861723, 17.398869073510223, 17.271157167530223, 17.45962461807071, 17.378711078928312, 17.391304347826086, 16.755096341803963, 17.40139211136891, 17.108639863130882, 17.38374619730552, 17.189514396218307, 17.157563625965114, 17.229002153625267, 17.27613014684711, 17.167381974248926, 16.483516483516485, 17.28608470181504, 17.243856875987927, 17.20183486238532, 16.308779559662952]",PC,35,"[('20130320_478', None), ('20120908_7', None), ('20130407_515', None), ('20120516_623', None), ('20131016_90', None), ('20110312_460', None), ('20121219_257', None), ('20120226_427', None), ('20141008_74', None), ('20140105_305', None), ('20150201_360', None), ('20131201_209', None), ('20130908_7', None), ('20141207_222', None), ('20140625_738', None), ('20130608_682', None), ('20150412_532', None), ('20141102_138', None), ('20130616_703', None), ('20130202_365', None), ('20111019_104', None), ('20120609_683', None), ('20140510_618', None), ('20150325_489', None), ('20111227_273', None), ('20140208_387', None), ('20110409_532', None), ('20140309_460', None), ('20131109_153', None), ('20110510_609', None), ('20130518_628', None), ('20150527_648', None), ('20121014_92', None), ('20140119_341', None), ('20130701_738', None), ('20110212_388', None), ('20150509_603', None), ('20140924_31', None), ('20130501_581', None), ('20121216_248', None), ('20110701_743', None), ('20121118_176', None), ('20140611_699', None), ('20110605_674', None), ('20111023_112', None), ('20131215_247', None), ('20150104_290', None), ('20120409_532', None), ('20150913_25', None), ('20120708_749', None), ('20120205_377', None), ('20120115_320', None), ('20120421_561', None), ('20120321_495', None), ('20111204_214', None)]",,0,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,1200,RUMBA KING,,5,,"[17.243856875987927, 17.030939540164635, 16.485163352982315, 16.281823564239193, 17.487612940833575, 17.37619461337967, 17.436791630340018, 17.378711078928312, 17.306028266512836, 17.038193951441144, 17.214173002438677, 17.167381974248926, 17.25625539257981, 17.283594987757454, 16.712426883132387, 17.358599739621006, 17.378711078928312, 17.391304347826086, 16.755096341803963, 17.40139211136891, 17.189514396218307, 17.157563625965114, 17.337031900138697, 17.229002153625267, 17.23246596587972, 17.27613014684711, 17.167381974248926, 16.483516483516485]",,,TYS,0,"[25, 41, 51, 55, 4, 15, 7, 18, 5, 13, 19, 40, 30, 34, 24, 21, 48, 16, 53, 8, 44, 38, 3, 10, 42, 23, 42, 50, 6, 13, 11, 47, 9, 37, 45, 2, 12, 46, 33, 36, 17, 29, 27, 22, 34, 52, 20, 39, 25, 49, 31, 1, 54, 32, 27]","[109, 18, 27, 18, 52, 28, 28, 35, 25, 14, 91, 14, 32, 62, 29, 20, 14, 21, 14, 22, 24, 38, 69, 15, 8, 21, 17, 24, 18, 46, 45, 3, 28, 35, 36, 62, 29, 24, 25, 12, 19, 24, 21, 21, 19, 23, 42, 4, 110, 26, 26, 31, 28, 28]",5
7,T158,,,[17.1291538198013],,,2015-09-28,3,,No surface found in dict,MG,,93,1,,,,,[99.0],*1,,,"Jason Tsang Chiu Wing, Zeroone Dick Ling Kwok Lung & Ferry Ling Kwok Lun",,,8,2015-09-28 08:35:00,,,,0,"[('20150627_731', None)]",,0,,,[0],,1200,DANEHILL SILENCE,,0,,[17.1291538198013],,,MKL,0,[1],,0
8,S014,,,"[16.785564414603442, 17.308524448290783, 17.308524448290783, 17.291066282420747, 17.057569296375267, 17.152658662092627, 17.711654268508678, 17.22652885443583, 17.08914839077186, 17.27613014684711, 16.877637130801688, 17.233950883239984, 17.091582395670134, 16.857314870559904, 17.184591149935557, 17.035775127768314, 17.02852277564921, 16.75041876046901, 17.214173002438677, 17.011624610150268, 16.958733747880157, 16.69250029808036, 16.849199663016005, 16.78053457988733, 17.00921332388377, 17.150207231670716]",,,2015-09-28,3,,No surface found in dict,CAN,,99,27,,,,,"[3.9, 8.5, 13.0]",*1,,,Ho Sau Ki,,,8,2015-09-28 08:35:00,,"[16.785564414603442, 17.308524448290783, 17.308524448290783, 17.291066282420747, 17.057569296375267, 17.152658662092627, 17.22652885443583, 17.08914839077186, 17.27613014684711, 16.877637130801688, 17.233950883239984, 17.091582395670134, 17.184591149935557, 17.035775127768314, 17.02852277564921, 16.75041876046901, 17.214173002438677, 17.011624610150268, 16.958733747880157, 17.00921332388377, 17.150207231670716]",B/TT,22,"[('20140126_354', None), ('20150315_464', None), ('20150503_588', None), ('20141019_96', None), ('20141210_232', None), ('20140706_765', None), ('20140517_635', None), ('20140914_4', None), ('20140226_434', None), ('20150621_714', None), ('20150607_680', None), ('20131221_258', None), ('20150125_341', None), ('20131027_110', None), ('20141001_51', None), ('20140413_554', None), ('20140622_723', None), ('20150110_308', None), ('20141228_270', None), ('20140105_301', None), ('20131109_149', None), ('20140601_673', None), ('20140212_393', None), ('20141115_161', None), ('20150329_499', None), ('20140430_590', None)]",,0,,,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,1200,LUCKY DAY,,2,,"[16.785564414603442, 17.308524448290783, 17.308524448290783, 17.291066282420747, 17.057569296375267, 17.152658662092627, 17.711654268508678, 17.22652885443583, 17.08914839077186, 17.035775127768314, 17.02852277564921, 16.75041876046901, 17.214173002438677, 17.011624610150268]",,,CAS,0,"[23, 2, 2, 4, 14, 10, 1, 7, 13, 5, 20, 6, 12, 21, 9, 15, 16, 25, 8, 17, 19, 26, 22, 24, 18, 11]","[14, 35, 35, 14, 49, 15, 13, 18, 25, 27, 18, 17, 70, 14, 21, 15, 17, 17, 46, 14, 17, 21, 15, 42, 13, 21]",2
